osm_id|name|category|type|lon|lat|alt_name|int_name|street|housenumber|postcode|city|country|phone|fax|email|website|opening_hours|description|image|last_update|operator|wikipedia|wkt
N828707176|Balcony|FOOD|RESTAURANT|19.9438351|39.4273317||||||||||||||||||POINT(19.9438351 39.4273317)
N83593962|Ακρωτήρι Δράστης|POI|PEAK|19.673401|39.7987082||||||||||||||||||POINT(19.673401 39.7987082)
N857500214|Άγιος Στυλιανός|POW|CHRISTIAN|19.6550127|39.7124463|||||||||||||No view!|||||POINT(19.6550127 39.7124463)
N857567302|Fortress Kassioppi|TOURIST|RUINS|19.9213798|39.7912067||||||||||||||||||POINT(19.9213798 39.7912067)
N857588680|San Stelianos|ACCOMMODATION|HOTEL|19.6684286|39.7224937||||||||||||||||||POINT(19.6684286 39.7224937)
N859337904|Tavern Liangos|FOOD|RESTAURANT|19.6651778|39.7232683||||||||||||||||||POINT(19.6651778 39.7232683)
N859337909|Three brothers|FOOD|RESTAURANT|19.6602688|39.7228878||||||||||||||||||POINT(19.6602688 39.7228878)
N859337913|Tavern Night Owl|FOOD|RESTAURANT|19.6595891|39.7304658||||||||||||||||||POINT(19.6595891 39.7304658)
N859337918|Dionysos|FOOD|RESTAURANT|19.6603623|39.7202537||||||||||||||||||POINT(19.6603623 39.7202537)
N859337922|Vrachos|ACCOMMODATION|HOTEL|19.6653894|39.7228548||||||||||||||||||POINT(19.6653894 39.7228548)
N859337924|Pergola|FOOD|RESTAURANT|19.6605332|39.7227148||||||||||||||||||POINT(19.6605332 39.7227148)
N859337927|Tavern Panorama|FOOD|RESTAURANT|19.659405|39.7267479||||||||||||||||||POINT(19.659405 39.7267479)
N859337940|Spiros Boat Rental|SHOP|MOTORCYCLE|19.6658377|39.722438||||||||||||||||||POINT(19.6658377 39.722438)
N859337948|Anastasia|ACCOMMODATION|HOTEL|19.6651456|39.7233874||||||||||||||||||POINT(19.6651456 39.7233874)
N859337950|Church Afionas|POW|CHRISTIAN|19.6606199|39.722458||||||||||||||||||POINT(19.6606199 39.722458)
N859337953|Spiros House|ACCOMMODATION|HOTEL|19.6656659|39.7231823||||||||||||||||||POINT(19.6656659 39.7231823)
N859337956|Blaues Haus|FOOD|RESTAURANT|19.6597684|39.7254195||||||||||||||||||POINT(19.6597684 39.7254195)
N859337963|Tavern Blue Heaven|FOOD|RESTAURANT|19.6720378|39.7212062||||||||||||||||||POINT(19.6720378 39.7212062)
N859337965|Scanham|FOOD|RESTAURANT|19.670119|39.7220343||||||||||||||||||POINT(19.670119 39.7220343)
N859337966|Super Market San George|SHOP|SUPERMARKET|19.67155|39.7215783||||||||||||||||||POINT(19.67155 39.7215783)
N859337970|Tavern Golden Moon|FOOD|RESTAURANT|19.665897|39.7226842||||||||||||||||||POINT(19.665897 39.7226842)
N859337972|Angelos Rooms|ACCOMMODATION|HOTEL|19.665955|39.7227942||||||||||||||||||POINT(19.665955 39.7227942)
N859337974|Appartments Michalis, Mario and Stavroula|ACCOMMODATION|CHALET|19.6719759|39.7214866||||||||||||||||||POINT(19.6719759 39.7214866)
N859337975|Pedros Garden|FOOD|RESTAURANT|19.6782954|39.731645||||||||||||Tu||||||POINT(19.6782954 39.731645)
N859337978|San George Cove|ACCOMMODATION|HOTEL|19.6671693|39.7226156||||||||||||||||||POINT(19.6671693 39.7226156)
N859337979|Porto Timoni|FOOD|RESTAURANT|19.660056|39.7205104||||||||||||||||||POINT(19.660056 39.7205104)
N859343884|Tavern Gravia|FOOD|RESTAURANT|19.6472703|39.748851||||||||||||||||||POINT(19.6472703 39.748851)
N859343885|Romanza Hotel|ACCOMMODATION|HOTEL|19.6467118|39.759584||||||||||||||||||POINT(19.6467118 39.759584)
N859343888|Akrotiri|FOOD|CAFE|19.6446282|39.7495842||||||||||||||||||POINT(19.6446282 39.7495842)
N859343895|Eriannas Snackbar|FOOD|FASTFOOD|19.6381298|39.7513677||||||||||||||||||POINT(19.6381298 39.7513677)
N859352986|Supermarket Bretta|SHOP|SUPERMARKET|19.6740522|39.7387563||||||||||||||||||POINT(19.6740522 39.7387563)
N921416883|Παλαιοκαστρίτσα|POI|VILLAGE|19.7119035|39.6757716||Palaiokastritsa|||49083||||||||||||en.wikipedia.org/wiki/Palaiokastritsa|POINT(19.7119035 39.6757716)
N921435432|Aphrodite's|SHOP|SUPERMARKET|19.901607|39.7276965||||||||||||||||||POINT(19.901607 39.7276965)
N921435441|Roumeli|FOOD|RESTAURANT|19.9036105|39.7274148||||||||||||||||||POINT(19.9036105 39.7274148)
N921435450|Katerina's|SHOP|SUPERMARKET|19.8958692|39.7256953||||||||||||||||||POINT(19.8958692 39.7256953)
N921500230|Villa Agathi|ACCOMMODATION|CHALET|19.7972775|39.7877204||||||||||||||||||POINT(19.7972775 39.7877204)
N929527252|Kiki's Apartment|ACCOMMODATION|HOTEL|19.869488|39.7197193||||||||||||||||||POINT(19.869488 39.7197193)
N929527299|Pegasus|SHOP|SUPERMARKET|19.8697596|39.7193938||||||||||||||||||POINT(19.8697596 39.7193938)
N929533374|cape drastis-thematic park|LANDUSE|GRASS|19.6751061|39.7973769||||||||||||||||||POINT(19.6751061 39.7973769)
N929534708|pirates bay|TOURIST|BEACH|19.6571192|39.7149598||||||||||||||||||POINT(19.6571192 39.7149598)
N929669519|Carrefour|SHOP|SUPERMARKET|19.8914327|39.6247131||||||||||||||||||POINT(19.8914327 39.6247131)
N938704081|Camping Dionysos|TRANSPORT|BUSSTOP|19.844101|39.6641319||||||||||||||||||POINT(19.844101 39.6641319)
N938704085|Κομμένο|POI|HAMLET|19.8529163|39.6631688||Kommeno||||||||||||||||POINT(19.8529163 39.6631688)
N938704092|AVIN|TRANSPORT|FUEL|19.844175|39.6649073||||||||||||||||||POINT(19.844175 39.6649073)
N938704097|Komeno|TRANSPORT|BUSSTOP|19.8425876|39.6623107||||||||||||||||||POINT(19.8425876 39.6623107)
N938704105|Λίμνη|POI|HAMLET|19.843977|39.6645113||Limni|||49083|||||||||||||POINT(19.843977 39.6645113)
N938716105|Ipsos|TRANSPORT|MARINA|19.8390117|39.6945441||||||||||||||||||POINT(19.8390117 39.6945441)
N938716108|AB|SHOP|SUPERMARKET|19.7068845|39.7920423||||||||||||||||||POINT(19.7068845 39.7920423)
N939128971|Stathis|FOOD|RESTAURANT|19.9149379|39.6273211||||||||||||||||||POINT(19.9149379 39.6273211)
N939129269|Menios Taverna|FOOD|RESTAURANT|19.9235943|39.6391969||||||||||||||||||POINT(19.9235943 39.6391969)
N939152352|Lawrence Durrell|TOURIST|MONUMENT|19.9254647|39.6240354||||||||||||||||||POINT(19.9254647 39.6240354)
N939179284|Skeloudi|FOOD|RESTAURANT|19.7007607|39.6698387||||||||||||||||||POINT(19.7007607 39.6698387)
N94204655|Ερμόνες|POI|VILLAGE|19.7799867|39.6107866|||||49100|||||||||||||POINT(19.7799867 39.6107866)
N94206145|Κερασιά|POI|VILLAGE|19.9405006|39.7543366||||||||||||||||||POINT(19.9405006 39.7543366)
N945833067|Grand Mediterraneo|ACCOMMODATION|HOTEL|19.779103|39.6131728||||||||+302661095380|+302661094248|info@grand-med.com|http://www.grand-mediterraneo.com/|||||||POINT(19.779103 39.6131728)
N945833078|Lidl|SHOP|SUPERMARKET|20.0479944|39.4192491|||||||||||http://www.lidl.gr/|||||||POINT(20.0479944 39.4192491)
N950755498|Ραχτάδες|POI|VILLAGE|19.6965297|39.7489306|||||49081|||||||||||||POINT(19.6965297 39.7489306)
N967309275|Hotel Regina|ACCOMMODATION|HOTEL|19.9860978|39.4496417||||||||||||||||||POINT(19.9860978 39.4496417)
R1363682|Γυμνάσιο Λευκίμμης|EDUCATION|SCHOOL|20.0709763511532|39.4225854793199||||||||+302662022397|+302662022397|mail@gym-lefkimm.ker.sch.gr||||||||MULTIPOLYGON(((20.0708175 39.4228628,20.0712098 39.4228512,20.0712075 39.4228053,20.0711932 39.4225175,20.0710629 39.4225213,20.0710507 39.4222759,20.0707888 39.4222837,20.0708175 39.4228628),(20.0710681 39.4227905,20.0710661 39.4226537,20.0709625 39.4226546,20.0709645 39.4227914,20.0710681 39.4227905)))
R3818755|Messonghi Beach|ACCOMMODATION|HOTEL|19.9312181824211|39.4803447237055||||||||+30-26610-89000|+30-26610-75334|info@messonghibeach.gr|http://messonghibeach.gr/|||||||MULTIPOLYGON(((19.934183 39.4802624,19.9342259 39.4802098,19.9341797 39.4801124,19.9341994 39.4797749,19.9340078 39.479642,19.9339671 39.4795297,19.9339363 39.4793461,19.9338026 39.4790996,19.9334866 39.4789586,19.933121 39.4789553,19.9327776 39.4790452,19.9323431 39.4792557,19.9315878 39.4794603,19.9304596 39.479349,19.9299288 39.4791492,19.9296246 39.4796789,19.9282646 39.4792443,19.9281857 39.4793409,19.9279383 39.4797598,19.9273065 39.4796124,19.9277092 39.4802696,19.9277767 39.480711,19.9279117 39.4807662,19.9292126 39.4808496,19.9294543 39.4808881,19.9305936 39.4814151,19.9313125 39.4817267,19.9318436 39.4821334,19.931981 39.4820247,19.9323018 39.4818948,19.9330519 39.4816343,19.9332634 39.4814099,19.9334085 39.4812485,19.9335341 39.4810744,19.9336329 39.4809387,19.9338392 39.4807109,19.934183 39.4802624)))
R3876099|Mires House|ACCOMMODATION|HOTEL|19.8505345536215|39.5471484754048||||||||(+30) 26610 54590|(+30) 2661053378|info@mireshouse.com|http://www.mireshouse.com|||||||GEOMETRYCOLLECTION(LINESTRING(19.8505775 39.5471574,19.8506153 39.5470174,19.8507463 39.5470385,19.8507085 39.5471785,19.8505775 39.5471574),LINESTRING(19.8503197 39.5472564,19.8504509 39.5472743,19.8504801 39.5471474,19.8503489 39.5471295,19.8503197 39.5472564))
R6102830|Άγιος Γεώργιος|POI|VILLAGE|19.679397816009|39.719309466937||||||||||||||||||MULTIPOLYGON(((19.6832165 39.7223321,19.684268 39.722229,19.6844182 39.7216142,19.6853677 39.721478,19.6859953 39.721804,19.6865639 39.7214533,19.6863279 39.7209499,19.6855554 39.7210737,19.6846488 39.7209334,19.6836564 39.7214615,19.6825138 39.7216265,19.6817641 39.7217189,19.6819358 39.722082,19.6832165 39.7223321)),((19.6815455 39.7238489,19.6819645 39.7236629,19.6821203 39.7229771,19.6828455 39.722911,19.6832538 39.7234687,19.6825447 39.7245843,19.6821955 39.7253404,19.6810889 39.725423,19.6813521 39.7241339,19.6815455 39.7238489)),((19.6645723 39.7223698,19.6646306 39.7235973,19.6659867 39.7233866,19.6662693 39.7230451,19.6704161 39.7224403,19.6742143 39.7212145,19.6747843 39.721409,19.6755609 39.7241277,19.6769287 39.7240033,19.6765581 39.720241,19.6790439 39.7191862,19.6792477 39.7194833,19.6798807 39.7193595,19.6801168 39.7188778,19.681672 39.7171366,19.6831267 39.717868,19.6839089 39.7182612,19.6863545 39.7182601,19.6873524 39.717432,19.6858307 39.7162687,19.6855088 39.715757,19.6850796 39.7149565,19.6848973 39.714255,19.6854724 39.7135111,19.6829912 39.7134229,19.6804461 39.7166341,19.6753696 39.7199199,19.6721743 39.7210677,19.6690968 39.7217674,19.6654258 39.7225349,19.6649779 39.7224046,19.6645723 39.7223698)),((19.6806357 39.7217251,19.6807171 39.7218127,19.6808162 39.7218493,19.6814197 39.7217772,19.6816826 39.7212786,19.6823552 39.7212119,19.6818128 39.7206528,19.6829193 39.7206528,19.683082 39.7197934,19.6833858 39.719034,19.6832518 39.7190402,19.6823153 39.7192397,19.6816885 39.7201679,19.6811922 39.72054,19.6810849 39.7206894,19.6806357 39.7217251)))
R6370728|Marathias beach|TOURIST|BEACH|19.983945926115|39.4141141369651||||||||||||||||||MULTIPOLYGON(((19.9855164 39.4130407,19.9845622 39.4135649,19.9826302 39.4146425,19.9821474 39.4150072,19.9812837 39.4153056,19.9814339 39.4155004,19.9825068 39.4149078,19.9836813 39.414562,19.9839967 39.4143001,19.9844396 39.4139629,19.9850131 39.4138042,19.9851296 39.413772,19.9859626 39.4132434,19.9857513 39.4131709,19.9855345 39.4131192,19.9855164 39.4130407)))
R6625941|Dionysos|FOOD|RESTAURANT|19.8709790113927|39.7196708509563||||||||||||||||||MULTIPOLYGON(((19.8708189 39.7195607,19.8708297 39.7195229,19.8707168 39.7195038,19.8707095 39.7195257,19.8707291 39.7195289,19.8707246 39.7195447,19.8708189 39.7195607)),((19.8711482 39.7196874,19.8711375 39.7197565,19.8709363 39.719739,19.8709377 39.7196884,19.8710105 39.7196954,19.8710342 39.7196977,19.8710369 39.7196771,19.8711482 39.7196874)))
R6625942|Lord Byron|FOOD|RESTAURANT|19.870713843144|39.7197415130129||||||||||||||||||MULTIPOLYGON(((19.8707092 39.7195578,19.8707095 39.7195257,19.8707096 39.7195206,19.870576 39.7195197,19.8705764 39.7195361,19.8705752 39.7195568,19.8707092 39.7195578)),((19.8708408 39.7198625,19.8708596 39.7196593,19.87059 39.7196634,19.87059 39.7198625,19.8706386 39.7198625,19.870811 39.7198625,19.8708408 39.7198625)))
R7421304|Grecotel Corfu Imperial|ACCOMMODATION|HOTEL|19.8593997358685|39.6665001074983||||||||||||||||||MULTIPOLYGON(((19.8593437 39.6673378,19.8584188 39.6672581,19.8579566 39.6670704,19.8573384 39.6670062,19.8569988 39.6673477,19.8569471 39.6671066,19.8565859 39.6668972,19.8568108 39.6666673,19.8569521 39.6665107,19.8570206 39.6664677,19.8568453 39.6660163,19.8569918 39.6659864,19.8570358 39.6660216,19.8570888 39.6660215,19.8571456 39.6659856,19.8572594 39.6660301,19.8574481 39.6660223,19.857601 39.6659766,19.8576431 39.6660008,19.857661 39.6660406,19.857698 39.666069,19.8577548 39.666082,19.8578415 39.6660879,19.8579474 39.6660967,19.858895 39.6660923,19.8589267 39.6660991,19.858948 39.6661166,19.8589647 39.6661402,19.8589395 39.6661804,19.8589472 39.6662412,19.8588979 39.6663247,19.8588401 39.6663671,19.8588155 39.6663952,19.858847 39.6664224,19.858883 39.6664486,19.8589288 39.6664698,19.8589761 39.666485,19.8590135 39.6664931,19.8590574 39.6664934,19.8590943 39.6664897,19.85933 39.6662475,19.8593877 39.6662426,19.8594392 39.6662344,19.8594796 39.666189,19.8595049 39.6661312,19.8596464 39.6660793,19.8597143 39.6661156,19.8597841 39.6661322,19.8598997 39.6661344,19.8600175 39.6661225,19.860102 39.666106,19.8601777 39.6660817,19.8602242 39.6660564,19.8602531 39.6660251,19.8602266 39.6659705,19.8602205 39.665913,19.8602327 39.6658753,19.8602771 39.6658476,19.8604446 39.6658284,19.8604926 39.6658523,19.8605728 39.6659151,19.8605565 39.6659936,19.8608961 39.6659631,19.8609814 39.6659661,19.8610271 39.6659423,19.8612179 39.6659467,19.8612694 39.6659317,19.861379 39.6658867,19.8614638 39.6658715,19.8615874 39.6658377,19.8616775 39.6657643,19.8619381 39.6654103,19.8620226 39.6652497,19.8620409 39.6652148,19.8620951 39.6649527,19.8622075 39.664759,19.8622565 39.6646329,19.8622908 39.6645248,19.8623045 39.664423,19.8622418 39.6643285,19.8622174 39.6642325,19.8621956 39.6641439,19.8621991 39.6641127,19.862226 39.6640892,19.8622689 39.6640841,19.8623047 39.6640867,19.8623452 39.6640912,19.8623731 39.6641038,19.8624562 39.6644335,19.8625131 39.6645077,19.8625656 39.6645597,19.8625919 39.6646097,19.8625976 39.6646704,19.8625685 39.6647076,19.8624344 39.6649231,19.8623616 39.6649849,19.8623297 39.6650347,19.8623123 39.6650802,19.862295 39.6652192,19.8622956 39.6653303,19.862281 39.6654716,19.8622592 39.6655081,19.8622306 39.665533,19.8621885 39.6655585,19.8621457 39.665574,19.8620542 39.6655974,19.8619528 39.6656093,19.8617425 39.6658346,19.8616756 39.6659069,19.8615823 39.6659765,19.8614639 39.666214,19.8614117 39.66627,19.8613837 39.6663231,19.8613755 39.6664106,19.8613408 39.6664884,19.8613108 39.6665562,19.8612642 39.6666045,19.8611952 39.666642,19.8610758 39.6667338,19.8609631 39.666794,19.8608958 39.6668394,19.8608157 39.6669028,19.860755 39.6669662,19.860734 39.6671147,19.8607308 39.6672245,19.8607134 39.6673575,19.8606757 39.6674469,19.8606119 39.6674965,19.8605435 39.6675033,19.8604913 39.6675315,19.8603752 39.6675934,19.8603288 39.6675993,19.8603249 39.667555,19.8602079 39.6675571,19.8599821 39.6675567,19.8598188 39.6675765,19.8597061 39.667527,19.8593437 39.6673378),(19.8571888 39.6663884,19.8574946 39.6664429,19.8575337 39.6663131,19.8572278 39.6662586,19.8571888 39.6663884),(19.8574222 39.666749,19.8575241 39.6666688,19.85739 39.6665679,19.8572881 39.6666481,19.8574222 39.666749),(19.8575304 39.6668912,19.8577422 39.6669076,19.8577557 39.6668045,19.8575439 39.666788,19.8575304 39.6668912),(19.857834 39.6668767,19.8580172 39.6668449,19.8579915 39.6667568,19.8578083 39.6667886,19.857834 39.6668767),(19.8580436 39.666781,19.8581839 39.6668808,19.8582498 39.6668258,19.8581096 39.6667261,19.8580436 39.666781),(19.8582536 39.666929,19.858393 39.667024,19.8584735 39.6669579,19.8583287 39.6668588,19.8582536 39.666929),(19.858533 39.6670934,19.8587275 39.6671337,19.8587581 39.6670462,19.8585637 39.6670059,19.858533 39.6670934),(19.8587827 39.6671407,19.8589686 39.6671703,19.8589917 39.6670843,19.8588058 39.6670547,19.8587827 39.6671407),(19.8590524 39.6671579,19.8592061 39.6671851,19.8592264 39.6671173,19.8590727 39.66709,19.8590524 39.6671579),(19.8598298 39.6674071,19.859642 39.6672663,19.8600507 39.6669434,19.8601932 39.6668308,19.860263 39.6668832,19.8605974 39.6666191,19.8607741 39.6667516,19.8603351 39.6670985,19.860147 39.667247,19.8600883 39.667203,19.8598298 39.6674071),(19.8608241 39.6665837,19.8606458 39.6664417,19.8609154 39.6662411,19.8610937 39.666383,19.8608241 39.6665837)))
R7421305|Grecotel Eva Palace|ACCOMMODATION|HOTEL|19.8560370577013|39.6667164870165||||||||||||||||||GEOMETRYCOLLECTION(POLYGON((19.8569382 39.6664946,19.8567535 39.6659979,19.8561557 39.6652477,19.8559823 39.6658657,19.8554909 39.6661709,19.8551932 39.6663909,19.8550023 39.6666833,19.8549677 39.666793,19.8550229 39.6669998,19.855174 39.6671787,19.8553336 39.6673302,19.8554733 39.6675232,19.8556104 39.6676713,19.8558174 39.6677398,19.8560095 39.6677725,19.8561728 39.6676831,19.856485 39.6676349,19.8566787 39.6675972,19.8569397 39.6671169,19.856565 39.6668979,19.8569382 39.6664946),(19.8557711 39.6668492,19.8558819 39.6668148,19.8559131 39.6668744,19.8558023 39.6669088,19.8557711 39.6668492),(19.8557711 39.6668492,19.8557218 39.6668645,19.8556855 39.6667953,19.8557837 39.6667648,19.85582 39.666834,19.8557711 39.6668492),(19.8552561 39.6668286,19.8553581 39.6668475,19.8553362 39.6669174,19.8552342 39.6668985,19.8552561 39.6668286),(19.8552561 39.6668286,19.8552485 39.6668528,19.8551498 39.6668344,19.8551746 39.6667554,19.8552733 39.6667737,19.8552561 39.6668286),(19.855931 39.6676518,19.8559347 39.6675174,19.8561144 39.6675174,19.8561707 39.667569,19.8562512 39.6675669,19.8563158 39.667465,19.8565328 39.6675215,19.8565006 39.6676103,19.8563772 39.6675896,19.8563694 39.6676281,19.8561063 39.6676268,19.8561063 39.6676454,19.855931 39.6676518),(19.8561012 39.6674837,19.8560311 39.6673899,19.8561493 39.6673375,19.8562194 39.6674313,19.8561012 39.6674837),(19.8560554 39.6674657,19.8560151 39.6674885,19.8559619 39.6674211,19.855884 39.6674588,19.8557928 39.6673143,19.8560688 39.667218,19.856109 39.6672799,19.8562538 39.6672262,19.8562809 39.667273,19.8562139 39.6673969,19.8561575 39.6673143,19.8559963 39.6673894,19.8560554 39.6674657),(19.8563447 39.6674471,19.8563554 39.6674261,19.8562919 39.6674071,19.8563744 39.6672444,19.8565631 39.6673011,19.8567152 39.6673468,19.8565969 39.6675802,19.8565336 39.6675612,19.8566257 39.6673794,19.8565421 39.6673542,19.8564752 39.6674863,19.8563447 39.6674471),(19.8555116 39.6669481,19.8556156 39.6669102,19.8556521 39.6669694,19.855548 39.6670073,19.8555116 39.6669481),(19.8554749 39.6668605,19.8555773 39.6668244,19.8556175 39.6668919,19.8555151 39.666928,19.8554749 39.6668605),(19.8552435 39.6666895,19.8552606 39.6666131,19.8554436 39.6666373,19.8554265 39.6667138,19.8552435 39.6666895),(19.8553271 39.6665336,19.8553337 39.6664512,19.8555092 39.6664594,19.8555027 39.6665418,19.8553271 39.6665336),(19.8555726 39.6665471,19.8555916 39.6664738,19.8557464 39.6664977,19.8557273 39.6665709,19.8555726 39.6665471),(19.8558024 39.6665983,19.8558399 39.6665337,19.855987 39.6665844,19.8559495 39.666649,19.8558024 39.6665983),(19.8560423 39.6667113,19.8560046 39.6666416,19.8561522 39.6665942,19.85619 39.666664,19.8560423 39.6667113),(19.8562081 39.6657106,19.8563665 39.6656942,19.8563673 39.666172,19.8562851 39.6662323,19.8563853 39.6663188,19.8562056 39.6664406,19.8561114 39.6663598,19.8560536 39.6664022,19.855437 39.6663571,19.8554599 39.6662413,19.8559628 39.6662743,19.8559763 39.6662599,19.8558864 39.6661825,19.8559186 39.6661639,19.8557908 39.6660519,19.8558519 39.6660114,19.8559145 39.6659699,19.8560422 39.6660846,19.8560789 39.6660595,19.8561425 39.6661185,19.8561707 39.6661077,19.8561942 39.6661035,19.8562177 39.6661077,19.856235 39.6661192,19.8562081 39.6657106),(19.8559 39.6670379,19.8559342 39.66711,19.8558377 39.6671371,19.8558036 39.667065,19.8558423 39.6670541,19.85581 39.6669859,19.8559329 39.6669513,19.8559653 39.6670196,19.8559 39.6670379)),LINESTRING(19.8558423 39.6670541,19.8559 39.6670379))
W107905332|Veggera|FOOD|CAFE|19.8115121218424|39.7954525871556||||||||||||||||||MULTIPOLYGON(((19.8113558 39.7954292,19.8114494 39.7954662,19.8114088 39.7955269,19.8114598 39.795547,19.8115004 39.7954864,19.8116326 39.7955386,19.8116849 39.7954605,19.8114081 39.7953511,19.8113558 39.7954292)))
W107905335|Villa Vlachos|ACCOMMODATION|HOTEL|19.8123233984215|39.7956942945249||||||||||||||||||MULTIPOLYGON(((19.8123261 39.7957749,19.8124202 39.7956923,19.8123503 39.7956444,19.8123387 39.7956533,19.8122858 39.7956139,19.8122448 39.7956475,19.8122692 39.795666,19.8122528 39.7956808,19.8122817 39.7957001,19.8122532 39.7957243,19.8123261 39.7957749)))
W110345003|Σωτηριώτισσα|POW|CHRISTIAN|19.8609301882533|39.6441160092178||||||||||||||||||MULTIPOLYGON(((19.8609826 39.6440857,19.8609806 39.6441335,19.8609801 39.644144,19.8609651 39.6441445,19.8608779 39.6441476,19.8608817 39.6440865,19.8609826 39.6440857)))
W110345004|Σωτηριώτισσα|POW|CHRISTIAN|19.860937627712|39.6439974600719||||||||||||||||||MULTIPOLYGON(((19.8609819 39.6440591,19.8609772 39.6440072,19.8610094 39.6440051,19.8610067 39.6439349,19.8608779 39.6439431,19.8608779 39.6440671,19.8609819 39.6440591)))
W110345023|Σωτηριώτισσα|POW|CHRISTIAN|19.8610119903593|39.6441610366314||||||||||||||||||MULTIPOLYGON(((19.8609651 39.6441445,19.8609665 39.6441869,19.8610523 39.6441889,19.8610577 39.6441332,19.8609806 39.6441335,19.8609801 39.644144,19.8609651 39.6441445)))
W110371787|Γήπεδο Κρίκετ|SPORT|STADIUM|19.8568050668071|39.6473171510543||||||||||||||||||MULTIPOLYGON(((19.8558418 39.6473786,19.8567065 39.6465768,19.8577683 39.6472557,19.8569037 39.6480575,19.8558418 39.6473786)))
W113750332|Kommeno Bay Bar Café|FOOD|RESTAURANT|19.8562460485365|39.6648908029052||||||||||||09:00-20:00||||||MULTIPOLYGON(((19.8561699 39.6647,19.8559937 39.6647851,19.8563473 39.6650987,19.8564487 39.6650373,19.8564067 39.6649957,19.8564658 39.6649523,19.8561699 39.6647)))
W116493965|Pagi Agios Georgois|TOURIST|BEACH|19.6716938235054|39.7207476887599||||||||||||||||||MULTIPOLYGON(((19.6643134 39.7222796,19.6642944 39.722176,19.6647556 39.722217,19.6654333 39.7222109,19.6662179 39.7222127,19.667045 39.7220619,19.6678475 39.721932,19.668705 39.7217636,19.6694325 39.7215397,19.6706414 39.7212885,19.6716595 39.720916,19.6726791 39.72061,19.6740626 39.7200746,19.6756179 39.7193386,19.6776496 39.7181636,19.6789515 39.7173852,19.6790294 39.7175323,19.6763686 39.7192034,19.6756779 39.7196223,19.675049 39.7200287,19.674137 39.7203216,19.6733915 39.7205828,19.6727435 39.720842,19.672228 39.7210214,19.6717527 39.7212148,19.6710064 39.7214926,19.6699628 39.7216833,19.6693127 39.7218523,19.6688479 39.7220468,19.6684186 39.7221432,19.6669003 39.7224027,19.6665359 39.7224118,19.6660987 39.722488,19.6656635 39.722569,19.6653769 39.7225085,19.6648244 39.7223393,19.6644221 39.7223104,19.6643134 39.7222796)))
W116503869|Pagi Agios Georgios|TOURIST|BEACH|19.6808663135136|39.7156432165185||||||||||||||||||MULTIPOLYGON(((19.6790889 39.7174621,19.6789515 39.7173852,19.6801216 39.7162936,19.6806762 39.7158198,19.6817384 39.7145654,19.6824169 39.7137234,19.6828677 39.7128377,19.6828992 39.7130359,19.6826014 39.7137096,19.6804295 39.7165461,19.6790889 39.7174621)))
W117703449|Πόρτο Τιμόνι|TOURIST|BEACH|19.6577332584691|39.7150745499605||||||||||||||||||MULTIPOLYGON(((19.6576586 39.714797,19.6577317 39.714804,19.6578458 39.7148578,19.6578263 39.7149125,19.6578269 39.7150592,19.6578264 39.7151823,19.6577214 39.7152994,19.6576671 39.7153603,19.6576017 39.7153885,19.6575418 39.7153809,19.6576771 39.715244,19.6576799 39.7150983,19.657686 39.7149214,19.6576586 39.714797)))
W117703554|Πόρτο Τιμόνι|TOURIST|BEACH|19.6581908408538|39.715278810306||||||||||||||||||MULTIPOLYGON(((19.6580951 39.7153372,19.6580702 39.7151981,19.6581393 39.715127,19.658247 39.7150578,19.658346 39.7150907,19.6582003 39.7152319,19.6582454 39.7154347,19.65833 39.7155433,19.6582037 39.7155179,19.6580951 39.7153372)))
W117889122|Kerkyra Stadium|SPORT|STADIUM|19.9159197963332|39.6113100947451||||||||||||||||||MULTIPOLYGON(((19.9160906 39.6105618,19.915736 39.6105524,19.9156021 39.6105635,19.9154655 39.6106006,19.9153962 39.6106502,19.9152987 39.6107369,19.9151922 39.6109203,19.9151832 39.6109776,19.9157398 39.6120503,19.9161175 39.6120665,19.916218 39.6120557,19.9163305 39.6120278,19.9164219 39.6119853,19.9165063 39.6119218,19.9165726 39.6118375,19.9166761 39.6116834,19.9160906 39.6105618)))
W120171587|Eleni|ACCOMMODATION|HOTEL|19.67224955|39.7212864||||||||||||||||||MULTIPOLYGON(((19.6722179 39.7213428,19.6723248 39.721307,19.6722812 39.72123,19.6721743 39.7212658,19.6722179 39.7213428)))
W121177041|Ροβινιά|TOURIST|BEACH|19.72785939888|39.6705213098237||Rovinia||||||||||||||||MULTIPOLYGON(((19.7277084 39.6709114,19.72807 39.6707376,19.7281432 39.6706625,19.7281513 39.6705405,19.7281364 39.6703589,19.7280569 39.670285,19.7279098 39.6702562,19.7274287 39.670291,19.7275916 39.6704277,19.7277084 39.6707088,19.7277084 39.6709114)))
